time,analog
33.24000168,5716
33.27000046,5714
33.29999924,5713
33.33000183,5712
33.36000061,5711
33.38999939,5710
33.41999817,5709
33.45000076,5708
33.47999954,5707
33.50999832,5706
33.54000092,5705
33.56999969,5704
33.59999847,5703
33.63000107,5701
33.65999985,5701
33.68999863,5700
33.72000122,5699
33.75,5698
33.77999878,5697
33.81000137,5697
33.84000015,5696
33.86999893,5694
33.90000153,5694
33.93000031,5693
33.95999908,5691
33.99000168,5691
34.02000046,5691
34.04999924,5689
34.08000183,5687
34.11000061,5686
34.13999939,5686
34.16999817,5685
34.20000076,5683
34.22999954,5683
34.25999832,5682
34.29000092,5681
34.31999969,5681
34.34999847,5679
34.38000107,5679
34.40999985,5677
34.43999863,5676
34.47000122,5676
34.5,5674
34.52999878,5673
34.56000137,5673
34.59000015,5673
34.61999893,5672
34.65000153,5670
34.68000031,5670
34.70999908,5669
34.74000168,5666
34.77000046,5667
34.79999924,5665
34.83000183,5665
34.86000061,5663
34.88999939,5663
34.91999817,5662
34.95000076,5661
34.97999954,5660
35.00999832,5659
35.04000092,5659
35.06999969,5657
35.09999847,5657
35.13000107,5656
35.15999985,5655
35.18999863,5653
35.22000122,5653
35.25,5652
35.27999878,5652
35.31000137,5650
35.34000015,5650
35.36999893,5649
35.40000153,5648
35.43000031,5647
35.45999908,5645
35.49000168,5646
35.52000046,5644
35.54999924,5643
35.58000183,5643
35.61000061,5642
35.63999939,5641
35.66999817,5641
35.70000076,5640
35.72999954,5640
35.75999832,5638
35.79000092,5637
35.81999969,5636
35.84999847,5636
35.88000107,5634
35.90999985,5635
35.93999863,5634
35.97000122,5632
36.0,5631
36.02999878,5631
36.06000137,5629
36.09000015,5629
36.11999893,5628
36.15000153,5628
36.18000031,5626
36.20999908,5625
36.24000168,5626
36.27000046,5625
36.29999924,5624
36.33000183,5622
36.36000061,5622
36.38999939,5621
36.41999817,5620
36.45000076,5619
36.47999954,5619
36.50999832,5618
36.54000092,5617
36.56999969,5616
36.59999847,5615
36.63000107,5614
36.65999985,5613
36.68999863,5613
36.72000122,5612
36.75,5612
36.77999878,5610
36.81000137,5610
36.84000015,5610
36.86999893,5609
36.90000153,5608
36.93000031,5607
36.95999908,5607
36.99000168,5606
37.02000046,5605
37.04999924,5604
37.08000183,5603
37.11000061,5603
37.13999939,5602
37.16999817,5601
37.20000076,5600
37.22999954,5599
37.25999832,5598
37.29000092,5598
37.31999969,5597
37.34999847,5597
37.38000107,5595
37.40999985,5596
37.43999863,5594
37.47000122,5593
37.5,5593
37.52999878,5592
37.56000137,5592
37.59000015,5591
37.61999893,5590
37.65000153,5589
37.68000031,5588
37.70999908,5588
37.74000168,5588
37.77000046,5586
37.79999924,5586
37.83000183,5585
37.86000061,5585
37.88999939,5583
37.91999817,5584
37.95000076,5582
37.97999954,5581
38.00999832,5581
38.04000092,5581
38.06999969,5580
38.09999847,5578
38.13000107,5578
38.15999985,5576
38.18999863,5576
38.22000122,5576
38.25,5575
38.27999878,5575
38.31000137,5574
38.34000015,5573
38.36999893,5572
38.40000153,5571
38.43000031,5571
38.45999908,5570
38.49000168,5570
38.52000046,5569
38.54999924,5568
38.58000183,5569
38.61000061,5568
38.63999939,5567
38.66999817,5565
38.70000076,5565
38.72999954,5565
38.75999832,5564
38.79000092,5563
38.81999969,5563
38.84999847,5563
38.88000107,5561
38.90999985,5561
38.93999863,5561
38.97000122,5560
39.0,5558
39.02999878,5559
39.06000137,5558
39.09000015,5557
39.11999893,5556
39.15000153,5556
39.18000031,5555
39.20999908,5554
39.24000168,5554
39.27000046,5553
39.29999924,5552
39.33000183,5551
39.36000061,5551
39.38999939,5550
39.41999817,5550
39.45000076,5548
39.47999954,5549
39.50999832,5548
39.54000092,5547
39.56999969,5546
39.59999847,5547
39.63000107,5545
39.65999985,5544
39.68999863,5543
39.72000122,5543
39.75,5542
39.77999878,5541
39.81000137,5542
39.84000015,5541
39.86999893,5541
39.90000153,5539
39.93000031,5539
39.95999908,5538
39.99000168,5537
40.02000046,5536
40.04999924,5537
40.08000183,5535
40.11000061,5535
40.13999939,5535
40.16999817,5534
40.20000076,5533
40.22999954,5533
40.25999832,5532
40.29000092,5532
40.31999969,5532
40.34999847,5530
40.38000107,5530
40.40999985,5530
40.43999863,5528
40.47000122,5527
40.5,5528
40.52999878,5527
40.56000137,5526
40.59000015,5526
40.61999893,5525
40.65000153,5525
40.68000031,5523
40.70999908,5523
40.74000168,5523
40.77000046,5522
40.79999924,5521
40.83000183,5521
40.86000061,5520
40.88999939,5520
40.91999817,5519
40.95000076,5519
40.97999954,5518
41.00999832,5518
41.04000092,5517
41.06999969,5517
41.09999847,5516
41.13000107,5515
41.15999985,5515
41.18999863,5515
41.22000122,5514
41.25,5513
41.27999878,5512
41.31000137,5513
41.34000015,5512
41.36999893,5511
41.40000153,5510
41.43000031,5510
41.45999908,5509
41.49000168,5509
41.52000046,5508
41.54999924,5508
41.58000183,5507
41.61000061,5507
41.63999939,5506
41.66999817,5506
41.70000076,5505
41.72999954,5505
41.75999832,5504
41.79000092,5503
41.81999969,5504
41.84999847,5503
41.88000107,5503
41.90999985,5501
41.93999863,5501
41.97000122,5501
42.0,5500
42.02999878,5499
42.06000137,5499
42.09000015,5498
42.11999893,5498
42.15000153,5498
42.18000031,5497
42.20999908,5496
42.24000168,5496
42.27000046,5496
42.29999924,5495
42.33000183,5494
42.36000061,5493
42.38999939,5494
42.41999817,5493
42.45000076,5493
42.47999954,5492
42.50999832,5491
42.54000092,5491
42.56999969,5491
42.59999847,5490
42.63000107,5489
42.65999985,5488
42.68999863,5488
42.72000122,5488
42.75,5487
42.77999878,5487
42.81000137,5485
42.84000015,5486
42.86999893,5484
42.90000153,5484
42.93000031,5483
42.95999908,5482
42.99000168,5484
43.02000046,5482
43.04999924,5482
43.08000183,5481
43.11000061,5481
43.13999939,5480
43.16999817,5480
43.20000076,5479
43.22999954,5478
43.25999832,5479
43.29000092,5479
43.31999969,5478
43.34999847,5477
43.38000107,5476
43.40999985,5476
43.43999863,5476
43.47000122,5475
43.5,5475
43.52999878,5474
43.56000137,5474
43.59000015,5473
43.61999893,5473
43.65000153,5472
43.68000031,5472
43.70999908,5471
43.74000168,5471
43.77000046,5470
43.79999924,5469
43.83000183,5470
43.86000061,5468
43.88999939,5469
43.91999817,5468
43.95000076,5468
43.97999954,5467
44.00999832,5467
44.04000092,5466
44.06999969,5467
44.09999847,5466
44.13000107,5465
44.15999985,5464
44.18999863,5464
44.22000122,5464
44.25,5463
44.27999878,5463
44.31000137,5463
44.34000015,5462
44.36999893,5461
44.40000153,5461
44.43000031,5461
44.45999908,5460
44.49000168,5459
44.52000046,5459
44.54999924,5459
44.58000183,5458
44.61000061,5458
44.63999939,5457
44.66999817,5457
44.70000076,5456
44.72999954,5456
44.75999832,5455
44.79000092,5456
44.81999969,5454
44.84999847,5455
44.88000107,5454
44.90999985,5454
44.93999863,5453
44.97000122,5452
45.0,5452
45.02999878,5451
45.06000137,5451
45.09000015,5451
45.11999893,5451
45.15000153,5449
45.18000031,5449
45.20999908,5449
45.24000168,5449
45.27000046,5448
45.29999924,5448
45.33000183,5448
45.36000061,5447
45.38999939,5446
45.41999817,5446
45.45000076,5446
45.47999954,5444
45.50999832,5445
45.54000092,5445
45.56999969,5444
45.59999847,5443
45.63000107,5444
45.65999985,5443
45.68999863,5443
45.72000122,5441
45.75,5441
45.77999878,5441
45.81000137,5439
45.84000015,5441
45.86999893,5439
45.90000153,5439
45.93000031,5439
45.95999908,5438
45.99000168,5438
46.02000046,5438
46.04999924,5437
46.08000183,5437
46.11000061,5436
46.13999939,5436
46.16999817,5435
46.20000076,5436
46.22999954,5435
46.25999832,5434
46.29000092,5433
46.31999969,5434
46.34999847,5433
46.38000107,5432
46.40999985,5433
46.43999863,5431
46.47000122,5431
46.5,5431
46.52999878,5431
46.56000137,5430
46.59000015,5429
46.61999893,5429
46.65000153,5429
46.68000031,5428
46.70999908,5427
46.74000168,5427
46.77000046,5427
46.79999924,5426
46.83000183,5425
46.86000061,5425
46.88999939,5425
46.91999817,5425
46.95000076,5424
46.97999954,5424
47.00999832,5423
47.04000092,5422
47.06999969,5422
47.09999847,5422
47.13000107,5421
47.15999985,5421
47.18999863,5421
47.22000122,5421
47.25,5420
47.27999878,5419
47.31000137,5419
47.34000015,5418
47.36999893,5418
47.40000153,5416
47.43000031,5417
47.45999908,5418
47.49000168,5416
47.52000046,5416
47.54999924,5415
47.58000183,5415
47.61000061,5414
47.63999939,5414
47.66999817,5414
47.70000076,5414
47.72999954,5412
47.75999832,5413
47.79000092,5412
47.81999969,5411
47.84999847,5411
47.88000107,5411
47.90999985,5410
47.93999863,5409
47.97000122,5409
48.0,5409
48.02999878,5409
48.06000137,5408
48.09000015,5408
48.11999893,5407
48.15000153,5407
48.18000031,5406
48.20999908,5406
48.24000168,5406
48.27000046,5405
48.29999924,5405
48.33000183,5404
48.36000061,5404
48.38999939,5403
48.41999817,5403
48.45000076,5403
48.47999954,5403
48.50999832,5401
48.54000092,5401
48.56999969,5401
48.59999847,5400
48.63000107,5400
48.65999985,5400
48.68999863,5400
48.72000122,5399
48.75,5398
48.77999878,5398
48.81000137,5398
48.84000015,5397
48.86999893,5397
48.90000153,5396
48.93000031,5396
48.95999908,5396
48.99000168,5396
49.02000046,5393
49.04999924,5395
49.08000183,5394
49.11000061,5393
49.13999939,5393
49.16999817,5392
49.20000076,5393
49.22999954,5392
49.25999832,5392
49.29000092,5391
49.31999969,5391
49.34999847,5391
49.38000107,5390
49.40999985,5389
49.43999863,5390
49.47000122,5389
49.5,5389
49.52999878,5389
49.56000137,5388
49.59000015,5388
49.61999893,5387
49.65000153,5387
49.68000031,5387
49.70999908,5386
49.74000168,5385
49.77000046,5386
49.79999924,5385
49.83000183,5385
49.86000061,5384
49.88999939,5384
49.91999817,5384
49.95000076,5383
49.97999954,5383
50.00999832,5383
50.04000092,5382
50.06999969,5382
50.09999847,5381
50.13000107,5381
50.15999985,5380
50.18999863,5380
50.22000122,5380
50.25,5380
50.27999878,5379
50.31000137,5378
50.34000015,5379
50.36999893,5379
50.40000153,5378
50.43000031,5378
50.45999908,5378
50.49000168,5377
50.52000046,5376
50.54999924,5377
50.58000183,5376
50.61000061,5375
50.63999939,5375
50.66999817,5376
50.70000076,5374
50.72999954,5374
50.75999832,5373
50.79000092,5373
50.81999969,5373
50.84999847,5373
50.88000107,5373
50.90999985,5372
50.93999863,5372
50.97000122,5370
51.0,5371
51.02999878,5370
51.06000137,5371
51.09000015,5370
51.11999893,5369
51.15000153,5369
51.18000031,5369
51.20999908,5369
51.24000168,5369
51.27000046,5368
51.29999924,5367
51.33000183,5367
51.36000061,5368
51.38999939,5366
51.41999817,5365
51.45000076,5366
51.47999954,5366
51.50999832,5365
51.54000092,5365
51.56999969,5364
51.59999847,5363
51.63000107,5363
51.65999985,5363
51.68999863,5363
51.72000122,5362
51.75,5362
51.77999878,5362
51.81000137,5362
51.84000015,5361
51.86999893,5361
51.90000153,5360
51.93000031,5361
51.95999908,5360
51.99000168,5359
52.02000046,5360
52.04999924,5360
52.08000183,5359
52.11000061,5358
52.13999939,5358
52.16999817,5358
52.20000076,5356
52.22999954,5357
52.25999832,5356
52.29000092,5356
52.31999969,5355
52.34999847,5356
52.38000107,5356
52.40999985,5355
52.43999863,5355
52.47000122,5354
52.5,5354
52.52999878,5353
52.56000137,5354
52.59000015,5353
52.61999893,5353
52.65000153,5352
52.68000031,5352
52.70999908,5352
52.74000168,5352
52.77000046,5351
52.79999924,5351
52.83000183,5351
52.86000061,5350
52.88999939,5350
52.91999817,5349
52.95000076,5349
52.97999954,5348
53.00999832,5349
53.04000092,5348
53.06999969,5348
53.09999847,5348
53.13000107,5347
53.15999985,5347
53.18999863,5347
53.22000122,5346
53.25,5346
53.27999878,5346
53.31000137,5345
53.34000015,5346
53.36999893,5345
53.40000153,5345
53.43000031,5344
53.45999908,5345
53.49000168,5344
53.52000046,5344
53.54999924,5343
53.58000183,5343
53.61000061,5343
53.63999939,5342
53.66999817,5342
53.70000076,5342
53.72999954,5342
53.75999832,5341
53.79000092,5341
53.81999969,5341
53.84999847,5341
53.88000107,5340
53.90999985,5340
53.93999863,5340
53.97000122,5340
54.0,5339
54.02999878,5339
54.06000137,5339
54.09000015,5338
54.11999893,5338
54.15000153,5338
54.18000031,5337
54.20999908,5337
54.24000168,5337
54.27000046,5336
54.29999924,5336
54.33000183,5336
54.36000061,5335
54.38999939,5335
54.41999817,5335
54.45000076,5334
54.47999954,5335
54.50999832,5334
54.54000092,5334
54.56999969,5334
54.59999847,5334
54.63000107,5333
54.65999985,5332
54.68999863,5333
54.72000122,5332
54.75,5332
54.77999878,5332
54.81000137,5331
54.84000015,5331
54.86999893,5330
54.90000153,5331
54.93000031,5330
54.95999908,5330
54.99000168,5329
55.02000046,5330
55.04999924,5329
55.08000183,5329
55.11000061,5328
55.13999939,5329
55.16999817,5328
55.20000076,5328
55.22999954,5328
55.25999832,5328
55.29000092,5327
55.31999969,5327
55.34999847,5327
55.38000107,5326
55.40999985,5327
55.43999863,5325
55.47000122,5325
55.5,5325
55.52999878,5325
55.56000137,5324
55.59000015,5324
55.61999893,5325
55.65000153,5325
55.68000031,5323
55.70999908,5323
55.74000168,5323
55.77000046,5322
55.79999924,5323
55.83000183,5323
55.86000061,5322
55.88999939,5322
55.91999817,5322
55.95000076,5321
55.97999954,5321
56.00999832,5321
56.04000092,5321
56.06999969,5321
56.09999847,5320
56.13000107,5320
56.15999985,5320
56.18999863,5319
56.22000122,5318
56.25,5319
56.27999878,5319
56.31000137,5318
56.34000015,5318
56.36999893,5318
56.40000153,5317
56.43000031,5317
56.45999908,5317
56.49000168,5317
56.52000046,5316
56.54999924,5316
56.58000183,5316
56.61000061,5316
56.63999939,5316
56.66999817,5315
56.70000076,5315
56.72999954,5316
56.75999832,5315
56.79000092,5314
56.81999969,5314
56.84999847,5315
56.88000107,5314
56.90999985,5313
56.93999863,5313
56.97000122,5313
57.0,5312
57.02999878,5312
57.06000137,5312
57.09000015,5312
57.11999893,5311
57.15000153,5310
57.18000031,5312
57.20999908,5311
57.24000168,5310
57.27000046,5310
57.29999924,5309
57.33000183,5309
57.36000061,5309
57.38999939,5309
57.41999817,5309
57.45000076,5308
57.47999954,5309
57.50999832,5309
57.54000092,5308
57.56999969,5307
57.59999847,5307
57.63000107,5308
57.65999985,5308
57.68999863,5307
57.72000122,5307
57.75,5307
57.77999878,5306
57.81000137,5306
57.84000015,5306
57.86999893,5306
57.90000153,5304
57.93000031,5306
57.95999908,5305
57.99000168,5304
58.02000046,5303
58.04999924,5304
58.08000183,5304
58.11000061,5304
58.13999939,5303
58.16999817,5303
58.20000076,5303
58.22999954,5303
58.25999832,5303
58.29000092,5303
58.31999969,5302
58.34999847,5301
58.38000107,5301
58.40999985,5302
58.43999863,5301
58.47000122,5301
58.5,5300
58.52999878,5300
58.56000137,5300
58.59000015,5300
58.61999893,5299
58.65000153,5299
58.68000031,5299
58.70999908,5299
58.74000168,5299
58.77000046,5299
58.79999924,5297
58.83000183,5298
58.86000061,5298
58.88999939,5298
58.91999817,5296
58.95000076,5297
58.97999954,5297
59.00999832,5297
59.04000092,5297
59.06999969,5296
59.09999847,5296
59.13000107,5295
59.15999985,5296
59.18999863,5296
59.22000122,5295
59.25,5294
59.27999878,5295
59.31000137,5294
59.34000015,5294
59.36999893,5294
59.40000153,5294
59.43000031,5293
59.45999908,5293
59.49000168,5293
59.52000046,5293
59.54999924,5293
59.58000183,5292
59.61000061,5293
59.63999939,5293
59.66999817,5292
59.70000076,5291
59.72999954,5292
59.75999832,5292
59.79000092,5291
59.81999969,5290
59.84999847,5290
59.88000107,5290
59.90999985,5290
59.93999863,5290
59.97000122,5290
60.0,5290
60.02999878,5289
60.06000137,5290
60.09000015,5290
60.11999893,5288
60.15000153,5289
60.18000031,5289
60.20999908,5288
60.24000168,5288
60.27000046,5288
60.29999924,5287
60.33000183,5288
60.36000061,5287
60.38999939,5287
60.41999817,5287
60.45000076,5287
60.47999954,5286
60.50999832,5287
60.54000092,5285
60.56999969,5285
60.59999847,5285
60.63000107,5285
60.65999985,5284
60.68999863,5285
60.72000122,5284
60.75,5283
60.77999878,5283
60.81000137,5283
60.84000015,5283
60.86999893,5283
60.90000153,5283
60.93000031,5282
60.95999908,5282
60.99000168,5283
61.02000046,5281
61.04999924,5281
61.08000183,5281
61.11000061,5282
61.13999939,5280
61.16999817,5281
61.20000076,5280
61.22999954,5280
61.25999832,5279
61.29000092,5280
61.31999969,5279
61.34999847,5279
61.38000107,5278
61.40999985,5278
61.43999863,5279
61.47000122,5277
61.5,5278
61.52999878,5278
61.56000137,5278
61.59000015,5277
61.61999893,5276
61.65000153,5276
61.68000031,5276
61.70999908,5276
61.74000168,5276
61.77000046,5276
61.79999924,5275
61.83000183,5275
61.86000061,5274
61.88999939,5275
61.91999817,5275
61.95000076,5274
61.97999954,5274
62.00999832,5273
62.04000092,5272
62.06999969,5273
62.09999847,5272
62.13000107,5272
62.15999985,5272
62.18999863,5272
62.22000122,5271
62.25,5271
62.27999878,5271
62.31000137,5271
62.34000015,5271
62.36999893,5270
62.40000153,5269
62.43000031,5269
62.45999908,5269
62.49000168,5269
62.52000046,5269
62.54999924,5268
62.58000183,5269
62.61000061,5268
62.63999939,5268
62.66999817,5267
62.70000076,5267
62.72999954,5267
62.75999832,5267
62.79000092,5266
62.81999969,5265
62.84999847,5266
62.88000107,5265
62.90999985,5265
62.93999863,5264
62.97000122,5265
63.0,5264
63.02999878,5264
63.06000137,5264
63.09000015,5263
63.11999893,5264
63.15000153,5262
63.18000031,5262
63.20999908,5262
63.24000168,5263
63.27000046,5261
63.29999924,5262
63.33000183,5262
63.36000061,5261
63.38999939,5261
63.41999817,5261
63.45000076,5261
63.47999954,5260
63.50999832,5260
63.54000092,5260
63.56999969,5259
63.59999847,5258
63.63000107,5259
63.65999985,5259
63.68999863,5259
63.72000122,5257
63.75,5258
63.77999878,5258
63.81000137,5257
63.84000015,5256
63.86999893,5257
63.90000153,5257
63.93000031,5257
63.95999908,5256
63.99000168,5256
64.01999664,5255
64.05000305,5255
64.08000183,5255
64.11000061,5255
64.13999939,5255
64.16999817,5253
64.19999695,5253
64.23000336,5254
64.26000214,5253
64.29000092,5253
64.31999969,5253
64.34999847,5252
64.37999725,5252
64.41000366,5252
64.44000244,5252
64.47000122,5252
64.5,5251
64.52999878,5251
64.55999756,5251
64.58999634,5251
64.62000275,5250
64.65000153,5251
64.68000031,5250
64.70999908,5249
64.73999786,5249
64.76999664,5249
64.80000305,5249
64.83000183,5248
64.86000061,5249
64.88999939,5248
64.91999817,5248
64.94999695,5247
64.98000336,5248
65.01000214,5248
65.04000092,5248
65.06999969,5247
65.09999847,5247
65.12999725,5246
65.16000366,5246
65.19000244,5246
65.22000122,5246
65.25,5245
65.27999878,5245
65.30999756,5245
65.33999634,5245
65.37000275,5244
65.40000153,5244
65.43000031,5244
65.45999908,5244
65.48999786,5243
65.51999664,5243
65.55000305,5243
65.58000183,5243
65.61000061,5243
65.63999939,5243
65.66999817,5242
65.69999695,5242
65.73000336,5241
65.76000214,5242
65.79000092,5242
65.81999969,5241
65.84999847,5240
65.87999725,5241
65.91000366,5241
65.94000244,5240
65.97000122,5239
66.0,5240
66.02999878,5239
66.05999756,5239
66.08999634,5239
66.12000275,5239
66.15000153,5238
66.18000031,5238
66.20999908,5238
66.23999786,5238
66.26999664,5237
66.30000305,5237
66.33000183,5238
66.36000061,5237
66.38999939,5237
66.41999817,5237
66.44999695,5237
66.48000336,5237
66.51000214,5236
66.54000092,5236
66.56999969,5235
66.59999847,5237
66.62999725,5236
66.66000366,5236
66.69000244,5235
66.72000122,5235
66.75,5235
66.77999878,5235
66.80999756,5235
66.83999634,5234
66.87000275,5234
66.90000153,5234
66.93000031,5234
66.95999908,5233
66.98999786,5234
67.01999664,5233
67.05000305,5233
67.08000183,5233
67.11000061,5233
67.13999939,5233
